Year,Month,Day,Hour,Minute,Second,DayOfYear,LongitudeE,LatitudeN,SST,SSS,AtmPressure,EquiTemp,EquiPress,xCO2,pCO2,fCO2
2021,2,18,0,4,43,49.003275,-10.5397,49.5943,10.74,35.38,996.3,10.91,995.75,408.8,393.2,391.8
2021,2,18,0,6,12,49.004306,-10.5373,49.5935,10.72,35.38,996,10.92,995.17,408.6,392.8,391.4
2021,2,18,0,7,42,49.005347,-10.5351,49.5928,10.72,35.38,995.9,10.9,995.08,408.9,393.1,391.6
2021,2,18,0,9,11,49.006377,-10.5329,49.5919,10.71,35.38,995.6,10.91,995.99,408.9,393.3,391.9
2021,2,18,0,10,40,49.007407,-10.5307,49.5912,10.71,35.38,996.1,10.92,995.82,408.8,393.2,391.7
2021,2,18,0,12,10,49.008449,-10.5283,49.5905,10.72,35.38,996.9,10.9,995.65,408.8,393.3,391.8
2021,2,18,0,13,39,49.009479,-10.5259,49.5898,10.71,35.37,996.3,10.91,995.72,408.8,393.3,391.8
2021,2,18,0,27,27,49.019062,-10.5035,49.5831,10.68,35.37,996.2,10.88,996.23,408.9,393.4,391.9
2021,2,18,0,34,57,49.024271,-10.4915,49.5799,10.65,35.37,996.8,10.86,996.27,408.8,393.2,391.8
2021,2,18,0,36,27,49.025312,-10.4892,49.5793,10.65,35.37,997,10.87,996.99,408.9,393.6,392.1
2021,2,18,0,37,56,49.026343,-10.4868,49.5786,10.67,35.37,996.8,10.86,996.4,408.7,393.1,391.7
2021,2,18,1,9,38,49.048356,-10.4337,49.564,10.56,35.35,996.8,10.77,996.66,409.5,394.2,392.8
2021,2,18,1,11,7,49.049387,-10.4315,49.5632,10.57,35.34,997.4,10.77,996.75,409.3,394.1,392.6
2021,2,18,1,17,4,49.053519,-10.4223,49.5599,10.55,35.34,997.1,10.75,997.05,409.6,394.7,393.2
2021,2,18,1,18,33,49.054549,-10.4199,49.5591,10.57,35.34,997.6,10.74,996.61,409.7,394.6,393.1
2021,2,18,1,20,3,49.05559,-10.4174,49.5583,10.55,35.34,997.5,10.75,996.17,409.8,394.4,392.9
2021,2,18,1,21,33,49.056632,-10.4153,49.5576,10.55,35.34,996.7,10.75,996.05,409.6,394.1,392.7
2021,2,18,1,23,2,49.057662,-10.4131,49.5568,10.54,35.34,997,10.75,996.37,409.8,394.4,393
2021,2,18,1,24,33,49.058715,-10.4108,49.556,10.55,35.34,997.2,10.75,996.22,409.9,394.5,393
2021,2,18,1,26,1,49.059734,-10.4085,49.5552,10.54,35.34,997.3,10.75,996.49,410,394.7,393.2
2021,2,18,1,27,53,49.06103,-10.4057,49.5542,10.55,35.33,996.9,10.73,996.8,410,394.8,393.3
2021,2,18,1,29,23,49.062072,-10.4034,49.5533,10.53,35.33,997.3,10.73,997.06,410.1,395,393.5
2021,2,18,1,30,52,49.063102,-10.4012,49.5525,10.54,35.33,997.4,10.73,996.51,409.9,394.6,393.1
2021,2,18,1,32,21,49.064132,-10.3989,49.5517,10.53,35.33,997.3,10.73,997.35,410.1,395.2,393.7
2021,2,18,1,33,50,49.065162,-10.3966,49.5509,10.52,35.33,996.9,10.72,997.1,410.1,395.1,393.6
2021,2,18,1,35,19,49.066192,-10.3943,49.5501,10.53,35.33,997.8,10.73,996.83,409.9,394.8,393.4
2021,2,18,1,36,48,49.067222,-10.3921,49.5492,10.53,35.33,996.8,10.73,997.15,410.1,395.2,393.7
2021,2,18,1,38,16,49.068241,-10.3897,49.5484,10.52,35.33,997,10.72,997.17,409.9,394.9,393.4
2021,2,18,1,39,45,49.069271,-10.3874,49.5476,10.5,35.33,997.6,10.72,996.87,409.8,394.6,393.1
2021,2,18,1,41,14,49.070301,-10.3848,49.5467,10.52,35.32,997.1,10.73,997.03,410.1,394.8,393.3
2021,2,18,1,42,43,49.071331,-10.3824,49.5459,10.52,35.32,996.9,10.71,997.31,410.3,395.3,393.8
2021,2,18,1,44,12,49.072361,-10.3798,49.545,10.51,35.33,997.3,10.71,997.85,410.2,395.5,394
2021,2,18,1,45,42,49.073403,-10.3773,49.5442,10.5,35.32,997.5,10.7,997.43,410.1,395.3,393.8
2021,2,18,1,47,13,49.074456,-10.375,49.5433,10.49,35.32,997.8,10.71,997.37,410.3,395.1,393.6
2021,2,18,1,48,42,49.075486,-10.3726,49.5425,10.5,35.32,997.5,10.71,997.28,410.3,395.2,393.7
2021,2,18,1,50,12,49.076528,-10.3702,49.5417,10.49,35.31,997.6,10.7,997.2,410.3,395.3,393.8
2021,2,18,1,51,42,49.077569,-10.3679,49.5408,10.5,35.32,997.1,10.7,997.11,410.3,395.3,393.8
2021,2,18,2,26,38,49.101829,-10.3123,49.5218,10.38,35.29,998.2,10.57,997.74,412.6,397.9,396.4
2021,2,18,2,28,29,49.103113,-10.3096,49.5207,10.35,35.29,998.2,10.57,997.53,412.7,397.6,396.1
2021,2,18,2,29,58,49.104144,-10.3072,49.52,10.35,35.28,998.5,10.56,997.27,412.9,397.6,396.1
2021,2,18,2,31,27,49.105174,-10.3048,49.5192,10.34,35.28,998.1,10.55,997.91,413.3,398.5,397
2021,2,18,2,32,56,49.106204,-10.3024,49.5184,10.34,35.28,998.2,10.54,996.97,413.6,398.3,396.8
2021,2,18,2,34,26,49.107245,-10.3001,49.5177,10.32,35.28,998.4,10.54,997.82,413.7,398.7,397.2
2021,2,18,2,35,55,49.108275,-10.2977,49.5169,10.31,35.27,998,10.52,997.95,413.8,399,397.5
2021,2,18,2,37,24,49.109306,-10.2953,49.5161,10.32,35.28,998.5,10.52,998.17,414,399.2,397.7
2021,2,18,2,38,53,49.110336,-10.2931,49.5154,10.3,35.28,998.2,10.51,998.43,414.2,399.6,398.1
2021,2,18,2,40,23,49.111377,-10.2908,49.5146,10.3,35.27,998.2,10.5,998.13,414.7,399.9,398.4
2021,2,18,2,41,52,49.112407,-10.2886,49.514,10.28,35.27,998,10.5,997.97,414.6,399.7,398.2
2021,2,18,2,43,23,49.113461,-10.2863,49.5132,10.28,35.27,997.8,10.5,998.63,414.9,400.1,398.6
2021,2,18,2,44,53,49.114502,-10.284,49.5125,10.28,35.27,998.1,10.51,997.97,415,399.8,398.3
2021,2,18,2,46,22,49.115532,-10.2818,49.5118,10.27,35.27,998.3,10.49,997.36,414.8,399.5,398
2021,2,18,2,47,52,49.116574,-10.2794,49.5111,10.28,35.26,997.7,10.48,998.19,415.3,400.3,398.8
2021,2,18,2,49,21,49.117604,-10.277,49.5104,10.25,35.27,998.2,10.49,998.09,415.2,400.2,398.7
2021,2,18,2,50,50,49.118634,-10.2748,49.5097,10.26,35.27,998.6,10.47,998.2,415.3,400.2,398.7
2021,2,18,2,52,20,49.119676,-10.2726,49.5091,10.26,35.27,998.4,10.47,998.11,415.6,400.7,399.2
2021,2,18,2,53,50,49.120718,-10.2704,49.5083,10.27,35.27,998.1,10.47,998.02,415.8,400.9,399.4
2021,2,18,2,55,20,49.121759,-10.2681,49.5076,10.24,35.27,998.5,10.46,997.71,416,400.7,399.2
2021,2,18,2,57,11,49.123044,-10.2652,49.5068,10.23,35.27,998.5,10.46,998.01,415.9,400.9,399.4
2021,2,18,2,58,40,49.124074,-10.2628,49.5061,10.24,35.27,998.6,10.45,998.23,416.3,401.4,399.9
2021,2,18,3,0,10,49.125116,-10.2604,49.5054,10.24,35.27,999.2,10.45,997.9,416.4,401.3,399.8
2021,2,18,3,1,39,49.126146,-10.2581,49.5047,10.23,35.27,998.8,10.46,998.24,416.4,401.3,399.8
2021,2,18,3,3,8,49.127176,-10.2558,49.504,10.22,35.27,998.2,10.45,997.84,416.5,401.3,399.8
2021,2,18,3,4,37,49.128206,-10.2534,49.5033,10.23,35.27,998.6,10.44,998.05,416.5,401.4,399.9
2021,2,18,3,6,5,49.129225,-10.2511,49.5025,10.21,35.27,998.4,10.43,998.4,416.7,401.7,400.2
2021,2,18,3,7,34,49.130255,-10.2489,49.5019,10.2,35.27,998.4,10.44,998.02,416.6,401.3,399.8
2021,2,18,3,9,3,49.131285,-10.2469,49.5011,10.21,35.27,998.7,10.44,998.24,416.6,401.3,399.8
2021,2,18,3,10,34,49.132338,-10.2448,49.5006,10.2,35.27,998.5,10.44,998.34,416.7,401.4,399.9
2021,2,18,3,12,3,49.133368,-10.2427,49.4998,10.22,35.26,998.9,10.43,998.61,417.2,402,400.5
2021,2,18,3,13,33,49.13441,-10.2405,49.499,10.19,35.27,998.8,10.43,998.07,417.1,401.8,400.2
2021,2,18,3,15,2,49.13544,-10.2384,49.4982,10.19,35.27,998.7,10.42,998.28,417,401.8,400.3
2021,2,18,3,16,32,49.136481,-10.2363,49.4973,10.19,35.26,998.5,10.42,997.89,417.2,401.9,400.4
2021,2,18,3,18,2,49.137523,-10.2341,49.4966,10.19,35.26,999.1,10.42,998.31,417.1,402,400.5
2021,2,18,3,19,31,49.138553,-10.2319,49.4957,10.2,35.26,998.7,10.43,998.49,417.3,402.2,400.7
2021,2,18,3,21,1,49.139595,-10.2296,49.495,10.2,35.26,999,10.42,998.36,417.5,402.5,400.9
2021,2,18,3,22,30,49.140625,-10.2274,49.4941,10.2,35.26,998.8,10.42,998.68,417.6,402.5,401
2021,2,18,3,23,59,49.141655,-10.2253,49.4933,10.18,35.27,998.6,10.43,998.72,417.5,402.5,401
2021,2,18,3,25,28,49.142685,-10.2233,49.4925,10.19,35.26,998.7,10.42,998.71,417.6,402.5,400.9
2021,2,18,3,27,18,49.143958,-10.2207,49.4916,10.19,35.26,998.7,10.42,998.54,417.7,402.7,401.1
2021,2,18,3,30,16,49.146019,-10.2165,49.49,10.19,35.26,998.9,10.42,998.67,417.6,402.7,401.2
2021,2,18,3,31,45,49.147049,-10.2144,49.4892,10.18,35.27,998.5,10.41,998.22,417.7,402.5,401
2021,2,18,3,33,15,49.14809,-10.2122,49.4883,10.18,35.26,998.8,10.41,998.42,417.8,402.5,401
2021,2,18,3,34,45,49.149132,-10.2099,49.4875,10.17,35.26,999.1,10.41,998.28,417.7,402.6,401.1
2021,2,18,3,36,14,49.150162,-10.2076,49.4867,10.19,35.26,999.5,10.4,997.98,417.9,402.8,401.3
2021,2,18,3,37,43,49.151192,-10.2054,49.4858,10.18,35.26,999,10.39,998.23,418,403,401.5
2021,2,18,3,39,12,49.152222,-10.2054,49.485,10.16,35.26,998.3,10.4,998.36,417.9,402.8,401.3
2021,2,18,3,40,42,49.153264,-10.2073,49.4854,10.18,35.26,998.7,10.39,997.68,417.7,402.4,400.9
2021,2,18,3,42,11,49.154294,-10.2091,49.4856,10.15,35.27,998.6,10.39,998.38,418.1,403,401.5
2021,2,18,3,43,40,49.155324,-10.2109,49.4856,10.16,35.27,998.2,10.39,998.17,417.9,402.6,401.1
2021,2,18,3,45,10,49.156366,-10.2126,49.4855,10.16,35.26,998.7,10.4,998.19,418,402.7,401.1
2021,2,18,3,46,40,49.157407,-10.2139,49.4854,10.17,35.26,998.5,10.4,998.08,417.9,402.6,401
2021,2,18,3,48,11,49.158461,-10.2148,49.4853,10.17,35.26,998.7,10.4,998.26,417.8,402.5,400.9
2021,2,18,3,49,40,49.159491,-10.2155,49.4851,10.16,35.26,998.9,10.4,998.42,418,402.8,401.3
2021,2,18,3,51,11,49.160544,-10.2164,49.4851,10.16,35.26,998.8,10.4,998.16,418,402.7,401.1
2021,2,18,3,52,39,49.161563,-10.2173,49.4849,10.17,35.26,998.8,10.4,998.35,418.1,402.8,401.3
2021,2,18,3,54,8,49.162593,-10.2182,49.4848,10.17,35.27,998.6,10.4,998.32,417.9,402.7,401.2
2021,2,18,3,55,37,49.163623,-10.219,49.4849,10.17,35.27,998.8,10.4,998.32,417.9,402.7,401.2
2021,2,18,3,57,27,49.164896,-10.2202,49.4847,10.17,35.27,998.9,10.4,998.31,418,402.5,401
2021,2,18,3,58,56,49.165926,-10.2213,49.4847,10.17,35.27,999.1,10.41,998.28,417.7,402.5,401
2021,2,18,4,0,25,49.166956,-10.2226,49.4847,10.18,35.27,998.8,10.41,998.26,417.4,402.1,400.6
2021,2,18,4,1,54,49.167986,-10.2247,49.4847,10.17,35.27,998.5,10.41,998.38,417.7,402.4,400.8
2021,2,18,4,3,23,49.169016,-10.2267,49.4844,10.17,35.27,998.8,10.42,998.37,417.3,402.1,400.5
2021,2,18,4,4,52,49.170046,-10.2287,49.4836,10.19,35.27,998.7,10.41,998.44,417.4,402.2,400.6
2021,2,18,4,6,22,49.171088,-10.2299,49.4831,10.18,35.27,998.9,10.42,998.25,417.4,402.1,400.6
2021,2,18,4,7,51,49.172118,-10.2309,49.4825,10.18,35.27,999.3,10.42,998.41,417.6,402.2,400.6
2021,2,18,4,9,21,49.17316,-10.232,49.4819,10.19,35.27,998.6,10.41,998.56,417.5,402.6,401
2021,2,18,4,10,52,49.174213,-10.233,49.4813,10.19,35.27,999.4,10.41,998.55,417.3,402.4,400.8
2021,2,18,4,13,51,49.176285,-10.2347,49.4803,10.19,35.27,999.2,10.41,998.86,417.2,402.2,400.7
2021,2,18,4,15,20,49.177315,-10.2357,49.4797,10.19,35.27,999.2,10.43,998.96,417.3,402.2,400.7
2021,2,18,4,16,49,49.178345,-10.2367,49.4791,10.19,35.27,999.2,10.44,998.74,416.8,401.7,400.1
2021,2,18,4,18,17,49.179363,-10.2378,49.4786,10.2,35.27,999,10.43,998.95,417.1,402,400.5
2021,2,18,4,19,46,49.180394,-10.2386,49.4781,10.2,35.27,999.4,10.43,999.16,417.3,402.5,401
2021,2,18,4,21,15,49.181424,-10.2395,49.4777,10.21,35.27,999.1,10.43,999.01,417.1,402.2,400.7
2021,2,18,4,22,44,49.182454,-10.2402,49.4772,10.2,35.27,999,10.43,999.05,417.2,402.3,400.8
2021,2,18,4,24,13,49.183484,-10.2412,49.4767,10.2,35.27,999.1,10.44,998.8,416.9,401.8,400.3
2021,2,18,4,25,42,49.184514,-10.2424,49.4762,10.21,35.27,999.1,10.44,999.17,416.8,401.9,400.4
2021,2,18,4,27,32,49.185787,-10.2437,49.4756,10.21,35.27,999.1,10.45,998.9,416.7,401.6,400.1
2021,2,18,4,29,1,49.186817,-10.2445,49.4751,10.21,35.27,999.1,10.45,998.74,416.6,401.4,399.9
2021,2,18,4,30,31,49.187859,-10.2457,49.4745,10.21,35.27,999.2,10.44,998.98,416.7,401.7,400.2
2021,2,18,4,32,1,49.1889,-10.2466,49.474,10.2,35.28,999,10.45,999.27,416.7,401.8,400.3
2021,2,18,4,33,31,49.189942,-10.2475,49.4736,10.22,35.27,999.4,10.44,999,416.7,401.9,400.4
2021,2,18,4,35,0,49.190972,-10.2483,49.4731,10.22,35.28,999.1,10.45,998.89,416.7,401.8,400.3
2021,2,18,4,36,29,49.192002,-10.2494,49.4726,10.22,35.28,999.2,10.45,999.07,416.6,401.8,400.2
2021,2,18,4,37,59,49.193044,-10.2506,49.472,10.22,35.28,999.3,10.45,999.12,416.3,401.6,400
2021,2,18,4,39,28,49.194074,-10.2517,49.4715,10.23,35.28,999.4,10.45,999.04,416.4,401.5,400
2021,2,18,4,40,57,49.195104,-10.2524,49.471,10.22,35.28,999.5,10.46,998.8,416.3,401.2,399.7
2021,2,18,4,42,26,49.196134,-10.2538,49.4704,10.22,35.28,999.2,10.46,999.12,416.4,401.4,399.9
2021,2,18,4,43,55,49.197164,-10.2554,49.4698,10.23,35.28,999.6,10.46,999.29,416.2,401.3,399.8
2021,2,18,4,45,24,49.198194,-10.2572,49.4691,10.23,35.28,999.8,10.47,999.15,416.1,401.1,399.6
2021,2,18,4,46,53,49.199225,-10.2591,49.4684,10.24,35.28,999.3,10.49,999.16,415.7,400.7,399.2
2021,2,18,4,49,51,49.201285,-10.2625,49.4669,10.33,35.29,999.6,10.48,999.17,415.7,400.8,399.3
2021,2,18,4,51,20,49.202315,-10.264,49.4662,10.24,35.29,999.5,10.52,999.38,415.6,400.4,398.9
2021,2,18,4,52,49,49.203345,-10.2658,49.4655,10.26,35.29,999.2,10.51,999.3,415.4,400.3,398.8
2021,2,18,4,54,19,49.204387,-10.2674,49.4648,10.27,35.27,999.4,10.51,999.22,415.2,400.5,399
2021,2,18,4,55,49,49.205428,-10.2689,49.4641,10.28,35.29,999.7,10.5,999.15,415.1,400.4,398.9
2021,2,18,5,31,2,49.229884,-10.2793,49.4558,10.33,35.3,1000.3,10.54,1000.01,414,399.7,398.1
2021,2,18,5,32,32,49.230926,-10.2767,49.4563,10.3,35.3,1000,10.54,999.9,414.1,399.7,398.2
2021,2,18,5,34,1,49.231956,-10.2742,49.4569,10.31,35.29,1000.4,10.54,999.98,414.3,399.9,398.4
2021,2,18,5,35,30,49.232986,-10.2719,49.4576,10.3,35.3,999.9,10.53,999.96,414.4,400,398.5
2021,2,18,5,36,59,49.234016,-10.2695,49.4581,10.3,35.29,1000.4,10.53,999.52,414.1,399.7,398.1
2021,2,18,5,38,28,49.235046,-10.2671,49.4587,10.31,35.29,1000.1,10.52,999.28,414.3,399.9,398.4
2021,2,18,5,39,57,49.236076,-10.265,49.4593,10.31,35.29,999.8,10.51,999.73,414.6,400.3,398.8
2021,2,18,5,41,26,49.237106,-10.263,49.4598,10.28,35.29,1000.3,10.51,1000.07,414.6,400.3,398.8
2021,2,18,5,42,55,49.238137,-10.2607,49.4602,10.28,35.29,1000.6,10.51,999.88,414.6,400.2,398.6
2021,2,18,5,44,24,49.239167,-10.2585,49.4607,10.29,35.29,1000.1,10.51,1000.02,414.8,400.5,399
2021,2,18,5,45,53,49.240197,-10.2564,49.4613,10.28,35.29,1000,10.5,999.44,414.9,400.3,398.8
2021,2,18,5,47,22,49.241227,-10.2542,49.4618,10.28,35.29,1000.3,10.51,999.69,414.9,400.4,398.9
2021,2,18,5,48,50,49.242245,-10.2521,49.4624,10.27,35.29,1000.2,10.5,999.16,415.3,400.4,398.9
2021,2,18,5,50,21,49.243299,-10.2499,49.4629,10.27,35.28,1000.5,10.5,999.57,415.4,400.8,399.3
2021,2,18,5,51,50,49.244329,-10.2474,49.4633,10.27,35.28,1000.4,10.49,999.71,415.5,401.1,399.6
2021,2,18,5,53,19,49.245359,-10.2455,49.464,10.26,35.28,1000.4,10.47,999.73,415.7,401.4,399.9
2021,2,18,5,54,48,49.246389,-10.2448,49.4645,10.26,35.28,1000,10.47,999.8,415.9,401.6,400.1
2021,2,18,5,56,16,49.247407,-10.2445,49.465,10.24,35.29,1000,10.47,999.62,415.7,401.2,399.7
2021,2,18,5,58,6,49.248681,-10.2454,49.4648,10.24,35.28,999.8,10.47,999.84,415.8,401.1,399.6
2021,2,18,5,59,35,49.249711,-10.2473,49.4643,10.24,35.28,999.8,10.49,999.56,415.4,400.6,399.1
2021,2,18,6,1,4,49.250741,-10.2491,49.4637,10.24,35.28,1000.1,10.51,1000.07,414.7,400.4,398.9
2021,2,18,6,2,33,49.251771,-10.2516,49.4628,10.3,35.28,1000,10.5,999.96,415,400.8,399.2
2021,2,18,6,4,2,49.252801,-10.2542,49.4618,10.26,35.29,999.9,10.5,999.92,415,400.5,399
2021,2,18,6,5,31,49.253831,-10.2568,49.4609,10.26,35.29,1000.1,10.52,999.83,414.8,400,398.5
2021,2,18,6,7,0,49.254861,-10.2599,49.4599,10.28,35.29,1000.2,10.53,999.72,414.6,399.9,398.4
2021,2,18,6,8,29,49.255891,-10.2632,49.4588,10.34,35.29,1000.2,10.55,1000,414.4,400,398.4
2021,2,18,6,9,58,49.256921,-10.2667,49.4578,10.33,35.3,1000.2,10.55,1000.64,414.5,400.6,399
2021,2,18,6,11,27,49.257951,-10.2701,49.4573,10.29,35.3,1000,10.56,1000.25,414.3,400.1,398.5
2021,2,18,6,12,56,49.258981,-10.2734,49.457,10.33,35.3,1000.6,10.55,1000.84,414.3,400.2,398.6
2021,2,18,6,14,24,49.26,-10.2763,49.4569,10.32,35.3,1000.5,10.56,999.99,414,399.5,398
2021,2,18,6,15,53,49.26103,-10.2797,49.4568,10.31,35.3,1000.5,10.55,1000.24,413.8,399.5,397.9
2021,2,18,6,17,23,49.262072,-10.2832,49.4566,10.34,35.29,1000,10.56,1000.24,413.7,399.4,397.9
